Provider,Total_Inpatient_Claims,Total_Outpatient_Claims,Total_Claims,Unique_Beneficiaries,Avg_Inpatient_Reimbursement,Avg_Outpatient_Reimbursement,Total_Inpatient_Reimbursement,Total_Outpatient_Reimbursement,Avg_Claim_Duration,Avg_Length_of_Stay,Inpatient_Outpatient_Ratio,Number_of_States_Served,Number_of_Counties_Served,PotentialFraud
PRV56622,0.0,26.0,26.0,21,0.0,343.46153846153845,0.0,8930.0,0.0,0.0,0.0,3,8,No
PRV56624,7.0,15.0,22.0,21,26142.85714285714,297.3333333333333,183000.0,4460.0,11.285714285714286,11.285714285714286,0.4666666666666667,1,14,Yes
PRV56625,0.0,36.0,36.0,32,0.0,278.3333333333333,0.0,10020.0,0.0,0.0,0.0,6,12,No
PRV56626,4.0,90.0,94.0,67,11050.0,238.55555555555554,44200.0,21470.0,4.5,4.5,0.044444444444444446,2,10,No
PRV56628,9.0,92.0,101.0,85,9311.111111111111,289.3478260869565,83800.0,26620.0,7.0,7.0,0.09782608695652174,3,14,No
PRV56630,63.0,96.0,159.0,116,9000.0,314.8958333333333,567000.0,30230.0,4.571428571428571,4.571428571428571,0.65625,5,26,Yes
PRV56632,7.0,66.0,73.0,22,5571.428571428572,392.72727272727275,39000.0,25920.0,4.285714285714286,4.285714285714286,0.10606060606060606,1,3,No
PRV56633,0.0,5.0,5.0,3,0.0,120.0,0.0,600.0,0.0,0.0,0.0,1,3,No
PRV56634,0.0,206.0,206.0,123,0.0,271.0194174757282,0.0,55830.0,0.0,0.0,0.0,2,8,No
PRV56635,0.0,10.0,10.0,10,0.0,227.0,0.0,2270.0,0.0,0.0,0.0,1,5,No
PRV56637,0.0,161.0,161.0,137,0.0,250.0,0.0,40250.0,0.0,0.0,0.0,3,29,No
PRV56638,0.0,26.0,26.0,24,0.0,278.0769230769231,0.0,7230.0,0.0,0.0,0.0,1,8,No
PRV56639,0.0,96.0,96.0,39,0.0,483.3333333333333,0.0,46400.0,0.0,0.0,0.0,1,6,No
PRV56640,0.0,23.0,23.0,23,0.0,318.2608695652174,0.0,7320.0,0.0,0.0,0.0,1,7,No
PRV56641,0.0,1.0,1.0,1,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,1,No
PRV56642,0.0,141.0,141.0,103,0.0,322.1985815602837,0.0,45430.0,0.0,0.0,0.0,1,6,No
PRV56643,8.0,16.0,24.0,22,8375.0,355.625,67000.0,5690.0,6.0,6.0,0.5,1,7,No
PRV56645,0.0,64.0,64.0,52,0.0,355.0,0.0,22720.0,0.0,0.0,0.0,5,20,No
PRV56647,121.0,62.0,183.0,157,10533.88429752066,230.80645161290323,1274600.0,14310.0,6.198347107438017,6.223140495867769,1.9516129032258065,5,29,Yes
PRV56648,0.0,49.0,49.0,48,0.0,304.8979591836735,0.0,14940.0,0.0,0.0,0.0,4,23,No
PRV56649,7.0,259.0,266.0,123,17142.85714285714,279.34362934362935,120000.0,72350.0,5.428571428571429,5.428571428571429,0.02702702702702703,4,18,Yes
PRV56651,0.0,71.0,71.0,38,0.0,262.3943661971831,0.0,18630.0,0.0,0.0,0.0,2,7,No
PRV56653,0.0,72.0,72.0,39,0.0,292.5,0.0,21060.0,0.0,0.0,0.0,1,6,No
PRV56654,0.0,49.0,49.0,34,0.0,359.59183673469386,0.0,17620.0,0.0,0.0,0.0,1,6,No
PRV56655,0.0,251.0,251.0,104,0.0,276.41434262948206,0.0,69380.0,0.0,0.0,0.0,2,9,No
PRV56656,0.0,42.0,42.0,29,0.0,334.76190476190476,0.0,14060.0,0.0,0.0,0.0,1,2,No
PRV56657,0.0,20.0,20.0,18,0.0,260.0,0.0,5200.0,0.0,0.0,0.0,1,10,No
PRV56658,1.0,69.0,70.0,69,20000.0,219.71014492753622,20000.0,15160.0,16.0,16.0,0.014492753623188406,2,17,No
PRV56659,2.0,139.0,141.0,66,4500.0,183.81294964028777,9000.0,25550.0,3.5,3.5,0.014388489208633094,1,10,No
PRV56660,0.0,4.0,4.0,4,0.0,45.0,0.0,180.0,0.0,0.0,0.0,1,1,No
PRV56662,3.0,6.0,9.0,7,4666.666666666667,215.0,14000.0,1290.0,1.6666666666666667,1.6666666666666667,0.5,1,4,No
PRV56663,13.0,238.0,251.0,133,7693.846153846154,250.50420168067228,100020.0,59620.0,5.923076923076923,5.923076923076923,0.0546218487394958,1,16,No
PRV56664,1.0,14.0,15.0,11,57000.0,185.71428571428572,57000.0,2600.0,8.0,8.0,0.07142857142857142,1,3,No
PRV56667,0.0,32.0,32.0,28,0.0,196.875,0.0,6300.0,0.0,0.0,0.0,1,6,No
PRV56668,52.0,21.0,73.0,65,11903.846153846154,212.85714285714286,619000.0,4470.0,6.384615384615385,6.384615384615385,2.4761904761904763,2,14,Yes
PRV56669,29.0,11.0,40.0,32,9600.0,473.6363636363636,278400.0,5210.0,6.275862068965517,6.275862068965517,2.6363636363636362,1,8,Yes
PRV56671,3.0,40.0,43.0,30,8333.333333333334,258.5,25000.0,10340.0,5.666666666666667,5.666666666666667,0.075,1,9,No
PRV56672,0.0,161.0,161.0,70,0.0,254.53416149068323,0.0,40980.0,0.0,0.0,0.0,1,10,No
PRV56673,2.0,2.0,4.0,4,21000.0,320.0,42000.0,640.0,3.0,3.0,1.0,1,3,No
PRV56674,0.0,46.0,46.0,21,0.0,344.7826086956522,0.0,15860.0,0.0,0.0,0.0,1,6,No
PRV56675,0.0,323.0,323.0,172,0.0,305.54179566563465,0.0,98690.0,0.0,0.0,0.0,1,13,No
PRV56677,0.0,1.0,1.0,1,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1,1,No
PRV56679,0.0,25.0,25.0,19,0.0,166.8,0.0,4170.0,0.0,0.0,0.0,1,8,No
PRV56680,8.0,25.0,33.0,32,7625.0,136.0,61000.0,3400.0,5.625,5.625,0.32,2,13,No
PRV56681,0.0,5.0,5.0,5,0.0,158.0,0.0,790.0,0.0,0.0,0.0,1,3,No
PRV56682,3.0,16.0,19.0,19,4666.666666666667,150.625,14000.0,2410.0,3.6666666666666665,3.6666666666666665,0.1875,1,9,No
PRV56683,0.0,167.0,167.0,143,0.0,328.622754491018,0.0,54880.0,0.0,0.0,0.0,1,5,No
PRV56684,16.0,76.0,92.0,88,9875.0,185.1315789473684,158000.0,14070.0,4.75,4.75,0.21052631578947367,4,35,No
PRV56685,35.0,370.0,405.0,121,9368.57142857143,290.2432432432432,327900.0,107390.0,5.9714285714285715,5.9714285714285715,0.0945945945945946,2,9,Yes
PRV56686,15.0,5.0,20.0,18,9466.666666666666,200.0,142000.0,1000.0,5.4,5.4,3.0,1,5,No
PRV56687,0.0,9.0,9.0,7,0.0,457.77777777777777,0.0,4120.0,0.0,0.0,0.0,1,5,No
PRV56688,0.0,37.0,37.0,19,0.0,212.43243243243242,0.0,7860.0,0.0,0.0,0.0,1,4,No
PRV56689,0.0,1794.0,1794.0,796,0.0,281.7892976588629,0.0,505530.0,0.0,0.0,0.0,5,28,Yes
PRV56691,0.0,4.0,4.0,4,0.0,85.0,0.0,340.0,0.0,0.0,0.0,1,2,No
PRV56693,0.0,373.0,373.0,302,0.0,244.58445040214477,0.0,91230.0,0.0,0.0,0.0,2,13,No
PRV56694,0.0,8.0,8.0,8,0.0,493.75,0.0,3950.0,0.0,0.0,0.0,2,6,No
PRV56696,7.0,27.0,34.0,33,9285.714285714286,156.2962962962963,65000.0,4220.0,5.142857142857143,5.142857142857143,0.25925925925925924,2,13,No
PRV56697,0.0,78.0,78.0,36,0.0,276.53846153846155,0.0,21570.0,0.0,0.0,0.0,1,5,No
PRV56699,0.0,3.0,3.0,3,0.0,183.33333333333334,0.0,550.0,0.0,0.0,0.0,1,3,No
PRV56700,0.0,5.0,5.0,5,0.0,128.0,0.0,640.0,0.0,0.0,0.0,1,2,No
PRV56701,4.0,19.0,23.0,22,8000.0,246.31578947368422,32000.0,4680.0,7.0,7.0,0.21052631578947367,1,9,No
PRV56702,0.0,224.0,224.0,82,0.0,211.38392857142858,0.0,47350.0,0.0,0.0,0.0,1,14,No
PRV56703,21.0,27.0,48.0,46,8580.952380952382,217.40740740740742,180200.0,5870.0,6.714285714285714,6.714285714285714,0.7777777777777778,1,14,No
PRV56705,4.0,12.0,16.0,16,14000.0,426.6666666666667,56000.0,5120.0,7.75,7.75,0.3333333333333333,2,9,No
PRV56706,31.0,316.0,347.0,144,8000.0,311.26582278481015,248000.0,98360.0,5.161290322580645,5.161290322580645,0.0981012658227848,2,9,Yes
PRV56707,0.0,18.0,18.0,6,0.0,158.88888888888889,0.0,2860.0,0.0,0.0,0.0,1,2,No
PRV56708,0.0,7.0,7.0,5,0.0,504.2857142857143,0.0,3530.0,0.0,0.0,0.0,1,2,No
PRV56710,10.0,57.0,67.0,53,5000.0,257.719298245614,50000.0,14690.0,3.1,3.1,0.17543859649122806,1,14,No
PRV56711,8.0,55.0,63.0,39,11625.0,271.8181818181818,93000.0,14950.0,7.5,7.5,0.14545454545454545,1,7,Yes
PRV56712,2.0,2.0,4.0,2,2500.0,155.0,5000.0,310.0,5.5,5.5,1.0,1,2,No
PRV56713,55.0,118.0,173.0,141,8509.09090909091,270.50847457627117,468000.0,31920.0,4.763636363636364,4.763636363636364,0.4661016949152542,1,28,No
PRV56715,3.0,10.0,13.0,13,5333.333333333333,267.0,16000.0,2670.0,11.0,11.0,0.3,1,6,No
PRV56716,0.0,124.0,124.0,65,0.0,381.93548387096774,0.0,47360.0,0.0,0.0,0.0,2,10,No
PRV56717,1.0,7.0,8.0,7,11000.0,57.142857142857146,11000.0,400.0,10.0,10.0,0.14285714285714285,1,5,No
PRV56718,0.0,142.0,142.0,77,0.0,229.71830985915494,0.0,32620.0,0.0,0.0,0.0,1,7,No
PRV56719,10.0,57.0,67.0,57,10800.0,273.6842105263158,108000.0,15600.0,6.1,6.1,0.17543859649122806,5,19,Yes
PRV56720,2.0,10.0,12.0,12,8000.0,275.0,16000.0,2750.0,3.5,3.5,0.2,1,3,No
PRV56721,0.0,202.0,202.0,182,0.0,297.6237623762376,0.0,60120.0,0.0,0.0,0.0,1,10,No
PRV56722,2.0,23.0,25.0,25,8500.0,337.82608695652175,17000.0,7770.0,7.0,7.0,0.08695652173913043,4,13,No
PRV56723,0.0,18.0,18.0,11,0.0,157.22222222222223,0.0,2830.0,0.0,0.0,0.0,1,3,No
PRV56724,6.0,20.0,26.0,26,13500.0,243.0,81000.0,4860.0,8.166666666666666,8.166666666666666,0.3,2,12,No
PRV56725,0.0,291.0,291.0,132,0.0,341.27147766323026,0.0,99310.0,0.0,0.0,0.0,3,9,No
PRV56726,3.0,13.0,16.0,16,22333.333333333332,418.46153846153845,67000.0,5440.0,2.3333333333333335,2.3333333333333335,0.23076923076923078,1,7,No
PRV56728,0.0,42.0,42.0,17,0.0,253.33333333333334,0.0,10640.0,0.0,0.0,0.0,1,4,No
PRV56729,0.0,219.0,219.0,179,0.0,320.0,0.0,70080.0,0.0,0.0,0.0,1,10,No
PRV56730,23.0,31.0,54.0,51,12856.521739130434,266.1290322580645,295700.0,8250.0,5.565217391304348,5.565217391304348,0.7419354838709677,3,17,Yes
PRV56731,4.0,16.0,20.0,20,26000.0,356.25,104000.0,5700.0,13.25,13.25,0.25,3,8,Yes
PRV56732,13.0,15.0,28.0,26,13161.538461538461,121.33333333333333,171100.0,1820.0,6.230769230769231,6.230769230769231,0.8666666666666667,1,10,Yes
PRV56733,12.0,186.0,198.0,89,6583.333333333333,238.1720430107527,79000.0,44300.0,4.833333333333333,4.833333333333333,0.06451612903225806,1,10,No
PRV56734,10.0,12.0,22.0,22,10700.0,225.0,107000.0,2700.0,6.7,6.7,0.8333333333333334,1,11,No
PRV56735,0.0,412.0,412.0,285,0.0,324.34466019417476,0.0,133630.0,0.0,0.0,0.0,1,8,No
PRV56738,19.0,493.0,512.0,300,7526.315789473684,254.9290060851927,143000.0,125680.0,5.842105263157895,5.842105263157895,0.038539553752535496,2,32,No
PRV56739,1.0,4.0,5.0,5,11000.0,37.5,11000.0,150.0,3.0,3.0,0.25,1,5,No
PRV56740,0.0,45.0,45.0,38,0.0,193.77777777777777,0.0,8720.0,0.0,0.0,0.0,3,6,No
PRV56741,0.0,25.0,25.0,25,0.0,224.8,0.0,5620.0,0.0,0.0,0.0,2,8,No
PRV56742,9.0,26.0,35.0,32,12888.888888888889,182.69230769230768,116000.0,4750.0,6.111111111111111,6.111111111111111,0.34615384615384615,1,5,No
PRV56743,0.0,393.0,393.0,328,0.0,323.0534351145038,0.0,126960.0,0.0,0.0,0.0,2,17,No
PRV56745,0.0,132.0,132.0,53,0.0,208.03030303030303,0.0,27460.0,0.0,0.0,0.0,2,7,No
PRV56746,15.0,28.0,43.0,42,10666.666666666666,393.92857142857144,160000.0,11030.0,4.466666666666667,4.466666666666667,0.5357142857142857,2,18,No
PRV56747,1.0,15.0,16.0,16,12000.0,435.3333333333333,12000.0,6530.0,6.0,6.0,0.06666666666666667,3,10,No
PRV56748,117.0,346.0,463.0,361,11273.504273504273,279.71098265895955,1319000.0,96780.0,5.435897435897436,5.435897435897436,0.33815028901734107,3,17,Yes
PRV56749,11.0,17.0,28.0,26,9818.181818181818,130.0,108000.0,2210.0,6.636363636363637,6.636363636363637,0.6470588235294118,4,10,No
PRV56750,1.0,10.0,11.0,11,25000.0,135.0,25000.0,1350.0,10.0,10.0,0.1,2,6,No
PRV56751,5.0,79.0,84.0,51,13200.0,258.3544303797468,66000.0,20410.0,4.4,4.4,0.06329113924050633,1,6,No
PRV56752,1.0,24.0,25.0,24,12000.0,171.66666666666666,12000.0,4120.0,2.0,2.0,0.041666666666666664,2,9,No
PRV56753,9.0,15.0,24.0,21,10333.333333333334,472.0,93000.0,7080.0,6.0,6.0,0.6,1,9,No
PRV56754,9.0,100.0,109.0,70,6000.0,200.5,54000.0,20050.0,4.0,4.0,0.09,1,22,No
PRV56755,3.0,15.0,18.0,17,17000.0,210.66666666666666,51000.0,3160.0,4.666666666666667,4.666666666666667,0.2,1,4,No
PRV56758,0.0,531.0,531.0,347,0.0,310.52730696798494,0.0,164890.0,0.0,0.0,0.0,1,8,No
PRV56759,2.0,9.0,11.0,11,13500.0,140.0,27000.0,1260.0,8.5,8.5,0.2222222222222222,1,7,No
PRV56760,0.0,643.0,643.0,403,0.0,292.84603421461895,0.0,188300.0,0.0,0.0,0.0,2,13,No
PRV56761,92.0,25.0,117.0,107,8967.391304347826,288.8,825000.0,7220.0,5.260869565217392,5.260869565217392,3.68,3,15,No
PRV56762,1.0,38.0,39.0,35,3000.0,202.89473684210526,3000.0,7710.0,4.0,4.0,0.02631578947368421,3,13,No
PRV56763,13.0,13.0,26.0,25,8846.153846153846,114.61538461538461,115000.0,1490.0,9.692307692307692,9.692307692307692,1.0,2,14,No
PRV56764,5.0,196.0,201.0,139,10000.0,233.0612244897959,50000.0,45680.0,5.8,5.8,0.025510204081632654,2,9,No
PRV56765,0.0,22.0,22.0,21,0.0,271.3636363636364,0.0,5970.0,0.0,0.0,0.0,1,6,No
PRV56766,2.0,27.0,29.0,27,8000.0,325.18518518518516,16000.0,8780.0,3.0,3.0,0.07407407407407407,2,9,No
PRV56767,6.0,12.0,18.0,18,8333.333333333334,130.83333333333334,50000.0,1570.0,3.3333333333333335,3.3333333333333335,0.5,2,12,No
PRV56768,4.0,0.0,4.0,4,4250.0,0.0,17000.0,0.0,2.5,2.5,4.0,1,1,No
PRV56769,4.0,19.0,23.0,21,8000.0,164.21052631578948,32000.0,3120.0,6.5,6.5,0.21052631578947367,2,8,No
PRV56771,0.0,2.0,2.0,2,0.0,230.0,0.0,460.0,0.0,0.0,0.0,2,2,No
PRV56772,5.0,65.0,70.0,54,7200.0,184.0,36000.0,11960.0,8.4,8.4,0.07692307692307693,1,8,No
PRV56773,7.0,36.0,43.0,33,6857.142857142857,464.72222222222223,48000.0,16730.0,6.285714285714286,6.285714285714286,0.19444444444444445,1,11,No
PRV56774,1.0,0.0,1.0,1,4000.0,0.0,4000.0,0.0,4.0,4.0,1.0,1,1,No
PRV56775,3.0,15.0,18.0,18,9333.333333333334,423.3333333333333,28000.0,6350.0,10.666666666666666,10.666666666666666,0.2,4,8,No
PRV56777,13.0,31.0,44.0,44,8384.615384615385,133.8709677419355,109000.0,4150.0,4.769230769230769,4.769230769230769,0.41935483870967744,3,16,No
PRV56778,15.0,23.0,38.0,38,7600.0,355.6521739130435,114000.0,8180.0,5.266666666666667,5.6,0.6521739130434783,4,12,No
PRV56780,0.0,7.0,7.0,7,0.0,125.71428571428571,0.0,880.0,0.0,0.0,0.0,1,4,No
PRV56782,0.0,288.0,288.0,109,0.0,312.53472222222223,0.0,90010.0,0.0,0.0,0.0,1,14,No
PRV56783,0.0,85.0,85.0,69,0.0,299.1764705882353,0.0,25430.0,0.0,0.0,0.0,1,10,No
PRV56784,0.0,19.0,19.0,18,0.0,364.2105263157895,0.0,6920.0,0.0,0.0,0.0,1,5,No
PRV56788,0.0,177.0,177.0,116,0.0,282.8813559322034,0.0,50070.0,0.0,0.0,0.0,5,9,No
PRV56789,7.0,60.0,67.0,49,6857.142857142857,258.5,48000.0,15510.0,4.571428571428571,4.571428571428571,0.11666666666666667,1,9,No
PRV56790,0.0,91.0,91.0,64,0.0,384.5054945054945,0.0,34990.0,0.0,0.0,0.0,1,2,No
PRV56791,0.0,233.0,233.0,162,0.0,287.6824034334764,0.0,67030.0,0.0,0.0,0.0,3,13,No
PRV56792,0.0,8.0,8.0,8,0.0,307.5,0.0,2460.0,0.0,0.0,0.0,1,4,No
PRV56793,3.0,28.0,31.0,29,14666.666666666666,440.35714285714283,44000.0,12330.0,4.0,4.0,0.10714285714285714,2,6,No
PRV56796,3.0,89.0,92.0,87,16333.333333333334,252.69662921348313,49000.0,22490.0,4.0,4.0,0.033707865168539325,7,18,No
PRV56797,0.0,5.0,5.0,5,0.0,252.0,0.0,1260.0,0.0,0.0,0.0,1,2,No
PRV56798,0.0,24.0,24.0,22,0.0,420.8333333333333,0.0,10100.0,0.0,0.0,0.0,1,7,No
PRV56800,7.0,50.0,57.0,48,13142.857142857143,176.6,92000.0,8830.0,8.285714285714286,8.285714285714286,0.14,2,19,No
PRV56801,0.0,25.0,25.0,24,0.0,328.4,0.0,8210.0,0.0,0.0,0.0,1,7,No
PRV56802,13.0,0.0,13.0,11,14230.76923076923,0.0,185000.0,0.0,4.384615384615385,4.384615384615385,13.0,1,2,No
PRV56803,8.0,787.0,795.0,416,12500.0,278.80559085133416,100000.0,219420.0,6.625,6.625,0.010165184243964422,15,43,No
PRV56805,0.0,1.0,1.0,1,0.0,70.0,0.0,70.0,0.0,0.0,0.0,1,1,No
PRV56807,0.0,91.0,91.0,85,0.0,249.8901098901099,0.0,22740.0,0.0,0.0,0.0,1,5,No
PRV56808,47.0,15.0,62.0,62,9170.212765957447,174.0,431000.0,2610.0,4.404255319148936,4.404255319148936,3.1333333333333333,2,10,Yes
PRV56809,4.0,40.0,44.0,41,7750.0,356.75,31000.0,14270.0,4.5,4.5,0.1,1,8,No
PRV56810,0.0,14.0,14.0,14,0.0,563.5714285714286,0.0,7890.0,0.0,0.0,0.0,1,8,No
PRV56811,8.0,54.0,62.0,60,11375.0,278.7037037037037,91000.0,15050.0,5.375,5.375,0.14814814814814814,2,16,No
PRV56813,0.0,106.0,106.0,83,0.0,320.188679245283,0.0,33940.0,0.0,0.0,0.0,1,6,No
PRV56816,0.0,15.0,15.0,15,0.0,469.3333333333333,0.0,7040.0,0.0,0.0,0.0,1,9,No
PRV56818,4.0,16.0,20.0,17,11000.0,96.25,44000.0,1540.0,4.75,4.75,0.25,1,7,No
PRV56819,24.0,1.0,25.0,23,9125.0,1900.0,219000.0,1900.0,6.708333333333333,6.708333333333333,24.0,2,2,No
PRV56820,0.0,5.0,5.0,4,0.0,164.0,0.0,820.0,0.0,0.0,0.0,1,1,No
PRV56821,0.0,12.0,12.0,11,0.0,263.3333333333333,0.0,3160.0,0.0,0.0,0.0,3,7,No
PRV56823,0.0,18.0,18.0,15,0.0,351.1111111111111,0.0,6320.0,0.0,0.0,0.0,1,2,No
PRV56824,0.0,136.0,136.0,125,0.0,349.55882352941177,0.0,47540.0,0.0,0.0,0.0,2,5,No
PRV56826,4.0,20.0,24.0,24,4500.0,143.5,18000.0,2870.0,3.75,3.75,0.2,2,8,No
PRV56828,0.0,142.0,142.0,131,0.0,285.28169014084506,0.0,40510.0,0.0,0.0,0.0,3,4,No
PRV56829,0.0,193.0,193.0,95,0.0,291.55440414507774,0.0,56270.0,0.0,0.0,0.0,2,11,No
PRV56830,0.0,7.0,7.0,7,0.0,940.0,0.0,6580.0,0.0,0.0,0.0,1,1,No
PRV56831,0.0,5.0,5.0,5,0.0,152.0,0.0,760.0,0.0,0.0,0.0,2,3,No
PRV56832,0.0,11.0,11.0,11,0.0,683.6363636363636,0.0,7520.0,0.0,0.0,0.0,1,8,No
PRV56833,0.0,8.0,8.0,7,0.0,88.75,0.0,710.0,0.0,0.0,0.0,1,2,No
PRV56834,1.0,15.0,16.0,6,3000.0,256.6666666666667,3000.0,3850.0,2.0,2.0,0.06666666666666667,2,3,No
PRV56835,0.0,103.0,103.0,52,0.0,239.2233009708738,0.0,24640.0,0.0,0.0,0.0,1,9,No
PRV56836,0.0,3.0,3.0,3,0.0,246.66666666666666,0.0,740.0,0.0,0.0,0.0,1,2,No
PRV56837,0.0,42.0,42.0,27,0.0,408.8095238095238,0.0,17170.0,0.0,0.0,0.0,2,7,No
PRV56839,2.0,10.0,12.0,12,7500.0,287.0,15000.0,2870.0,3.0,3.0,0.2,1,6,No
PRV56840,0.0,89.0,89.0,33,0.0,214.4943820224719,0.0,19090.0,0.0,0.0,0.0,1,4,No
PRV56843,0.0,2.0,2.0,2,0.0,430.0,0.0,860.0,0.0,0.0,0.0,1,2,No
PRV56845,0.0,9.0,9.0,9,0.0,66.66666666666667,0.0,600.0,0.0,0.0,0.0,1,4,No
PRV56846,0.0,21.0,21.0,9,0.0,334.2857142857143,0.0,7020.0,0.0,0.0,0.0,1,3,No
PRV56850,0.0,17.0,17.0,6,0.0,273.52941176470586,0.0,4650.0,0.0,0.0,0.0,1,3,No
PRV56851,0.0,20.0,20.0,7,0.0,369.0,0.0,7380.0,0.0,0.0,0.0,1,3,No
PRV56852,0.0,20.0,20.0,9,0.0,98.0,0.0,1960.0,0.0,0.0,0.0,1,3,No
PRV56853,0.0,27.0,27.0,6,0.0,197.77777777777777,0.0,5340.0,0.0,0.0,0.0,1,3,No
PRV56854,0.0,3.0,3.0,3,0.0,200.0,0.0,600.0,0.0,0.0,0.0,1,3,No
PRV56855,0.0,4.0,4.0,3,0.0,72.5,0.0,290.0,0.0,0.0,0.0,1,3,No
PRV56856,0.0,90.0,90.0,31,0.0,263.0,0.0,23670.0,0.0,0.0,0.0,1,6,No
PRV56857,0.0,46.0,46.0,20,0.0,358.2608695652174,0.0,16480.0,0.0,0.0,0.0,1,3,No
PRV56858,0.0,40.0,40.0,23,0.0,196.75,0.0,7870.0,0.0,0.0,0.0,1,4,No
PRV56860,0.0,3.0,3.0,3,0.0,856.6666666666666,0.0,2570.0,0.0,0.0,0.0,1,2,No
PRV56861,0.0,31.0,31.0,22,0.0,179.3548387096774,0.0,5560.0,0.0,0.0,0.0,1,5,No
PRV56862,0.0,14.0,14.0,8,0.0,213.57142857142858,0.0,2990.0,0.0,0.0,0.0,1,3,No
PRV56863,0.0,52.0,52.0,29,0.0,270.5769230769231,0.0,14070.0,0.0,0.0,0.0,1,3,No
PRV56864,0.0,24.0,24.0,12,0.0,158.33333333333334,0.0,3800.0,0.0,0.0,0.0,1,4,No
PRV56866,0.0,68.0,68.0,23,0.0,399.70588235294116,0.0,27180.0,0.0,0.0,0.0,1,6,No
PRV56867,0.0,9.0,9.0,8,0.0,381.1111111111111,0.0,3430.0,0.0,0.0,0.0,1,1,No
PRV56868,0.0,18.0,18.0,7,0.0,421.6666666666667,0.0,7590.0,0.0,0.0,0.0,1,3,No
PRV56869,0.0,36.0,36.0,24,0.0,311.6666666666667,0.0,11220.0,0.0,0.0,0.0,1,3,No
PRV56870,13.0,0.0,13.0,13,9153.846153846154,0.0,119000.0,0.0,4.538461538461538,4.538461538461538,13.0,1,2,No
PRV56871,0.0,11.0,11.0,11,0.0,395.45454545454544,0.0,4350.0,0.0,0.0,0.0,1,1,No
PRV56873,1.0,1.0,2.0,2,6000.0,70.0,6000.0,70.0,3.0,3.0,1.0,1,1,No
PRV56877,15.0,29.0,44.0,34,10866.666666666666,255.51724137931035,163000.0,7410.0,5.6,5.6,0.5172413793103449,1,9,Yes
PRV56878,0.0,26.0,26.0,8,0.0,256.15384615384613,0.0,6660.0,0.0,0.0,0.0,1,2,No
PRV56879,0.0,7.0,7.0,6,0.0,1162.857142857143,0.0,8140.0,0.0,0.0,0.0,1,2,No
PRV56880,0.0,2.0,2.0,2,0.0,130.0,0.0,260.0,0.0,0.0,0.0,1,2,No
PRV56881,0.0,78.0,78.0,31,0.0,220.51282051282053,0.0,17200.0,0.0,0.0,0.0,1,5,No
PRV56882,0.0,21.0,21.0,10,0.0,192.85714285714286,0.0,4050.0,0.0,0.0,0.0,1,3,No
PRV56884,0.0,8.0,8.0,8,0.0,180.0,0.0,1440.0,0.0,0.0,0.0,1,4,No
PRV56885,9.0,1.0,10.0,6,7333.333333333333,50.0,66000.0,50.0,5.555555555555555,5.555555555555555,9.0,1,3,No
PRV56886,0.0,11.0,11.0,3,0.0,123.63636363636364,0.0,1360.0,0.0,0.0,0.0,1,1,No
PRV56887,0.0,36.0,36.0,11,0.0,253.33333333333334,0.0,9120.0,0.0,0.0,0.0,1,4,No
PRV56888,0.0,10.0,10.0,10,0.0,605.0,0.0,6050.0,0.0,0.0,0.0,1,5,No
PRV56889,5.0,45.0,50.0,29,22000.0,367.77777777777777,110000.0,16550.0,9.2,9.2,0.1111111111111111,2,8,No
PRV56890,0.0,12.0,12.0,5,0.0,355.8333333333333,0.0,4270.0,0.0,0.0,0.0,2,2,No
PRV56891,0.0,1.0,1.0,1,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1,1,No
PRV56892,0.0,13.0,13.0,5,0.0,244.6153846153846,0.0,3180.0,0.0,0.0,0.0,1,2,No
PRV56893,0.0,7.0,7.0,7,0.0,431.42857142857144,0.0,3020.0,0.0,0.0,0.0,1,2,No
PRV56894,0.0,26.0,26.0,23,0.0,167.69230769230768,0.0,4360.0,0.0,0.0,0.0,2,2,No
PRV56895,13.0,1.0,14.0,14,11153.846153846154,0.0,145000.0,0.0,7.846153846153846,7.846153846153846,13.0,1,4,No
PRV56896,3.0,0.0,3.0,3,20000.0,0.0,60000.0,0.0,9.333333333333334,9.333333333333334,3.0,1,2,No
PRV56897,8.0,0.0,8.0,8,7750.0,0.0,62000.0,0.0,5.25,5.25,8.0,1,1,No
PRV56900,2.0,0.0,2.0,2,9500.0,0.0,19000.0,0.0,5.0,5.0,2.0,2,2,No
PRV56901,0.0,66.0,66.0,48,0.0,154.3939393939394,0.0,10190.0,0.0,0.0,0.0,1,6,No
PRV56902,1.0,0.0,1.0,1,4000.0,0.0,4000.0,0.0,3.0,3.0,1.0,1,1,No
PRV56903,2.0,0.0,2.0,2,28500.0,0.0,57000.0,0.0,10.0,10.0,2.0,1,2,No
PRV56904,4.0,0.0,4.0,4,7000.0,0.0,28000.0,0.0,5.5,5.5,4.0,1,2,No
PRV56905,0.0,15.0,15.0,13,0.0,405.3333333333333,0.0,6080.0,0.0,0.0,0.0,1,5,No
PRV56906,6.0,1.0,7.0,7,8500.0,1100.0,51000.0,1100.0,8.333333333333334,8.333333333333334,6.0,1,4,No
PRV56907,0.0,15.0,15.0,15,0.0,388.0,0.0,5820.0,0.0,0.0,0.0,1,1,No
